123.286885246,80.0573770492,54.9754098361,29.396241398,23.7069883798,18.6479300986,0.89782023723,0.000779552715655,2.4836971093,2.39834332671,2.11560218674,313,500,8,75,3.0,0
137.058675746,96.3209150111,83.0200654524,32.7715180098,30.7648194931,28.0508357713,1.17392924798,0.0315114583333,2.69601229883,2.49618366923,2.40247484911,800,1200,18668,1562,14663.0,0
180.711362647,133.326295168,137.965607314,34.5294695786,37.8254452047,22.5661119329,1.86894188474,0.0421596818599,2.77082515502,2.89502602763,2.44925390221,700,467,3565,1319,12631.5,0
142.598417409,105.564787339,109.054401583,47.9355501772,31.8380935395,43.4564484955,1.37250855703,0.000411376953125,2.56238675653,2.43583917995,2.61008699792,1920,1280,158,190,49.0,0
188.279939924,125.728000522,93.6041138827,28.624050619,32.1231163979,28.8132545411,1.34774320863,0.139930555556,2.56958387105,2.68602228798,2.57792190391,576,950,23786,4196,19701.0,0
131.714285714,99.0357142857,81.7142857143,63.7051562966,70.8960416701,69.3885834284,0.877300248348,7.48302955797e-05,2.14355580881,2.04700697834,2.18340287154,706,530,3,21,0.5,0
209.166415004,126.133513471,147.054120639,41.8129099809,38.4314771893,38.8607166727,1.60162473127,0.0827284681131,2.58080650663,2.74272966155,2.67835664107,338,450,725,1332,984.0,0
109.267691845,75.3554928162,65.6942808757,18.0725507469,21.8617525696,23.7250341648,1.51519716274,0.339402901786,2.17485255643,2.30044129401,2.37413561166,980,1280,162234,14534,130307.0,0
130.442004952,95.1550894567,75.249170832,28.591175328,28.0788260928,26.731096965,1.04321011492,0.0581274421156,2.66565715641,2.6256484331,2.55122356269,497,741,2224,4694,4636.5,0
144.004213795,108.825681969,115.285872699,53.1184061723,55.6990236398,50.4297180945,1.57492020966,0.019368556701,3.09768784197,3.11954149123,3.05191384792,388,600,607,616,680.0,0
110.677161153,89.0042689434,78.0160085379,29.6304676269,29.2506005726,27.2228394574,0.875895043062,0.0140690690691,2.39542647418,2.3759023214,2.34385396071,333,400,73,619,56.5,0
176.275791298,110.493934142,75.1852595093,13.0761933501,14.4597891037,8.75412225091,1.00835395966,0.131293413174,1.90830684374,1.95019622984,1.41371728911,334,500,14814,849,17662.5,0
99.1926553672,78.1225988701,63.0039548023,22.2941975745,20.1773828191,20.9851571478,0.792605409228,0.00542611894543,2.17155510376,2.09823204445,1.95402312307,466,700,79,679,56.0,0
